perturbation_type	condition_label	condition_class	x_value_type	x_value	nll	gc_fraction	gc_ci_low	gc_ci_high	n_prompts	n_seeds	fraction_of_ablation_damage	source_row_id	source_file
alpha_sweep	row2371	row2371_own_alpha_sweep	alpha	3.0	6.981618630886078	NOT FOUND (n_prompts=0 in source file -- GC not measured at this alpha grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this alpha grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this alpha grid point)	0	0	0.251689928	2371	audit/generator_alpha_sweeps.csv
alpha_sweep	row2371	row2371_own_alpha_sweep	alpha	5.0	7.1376937079429625	NOT FOUND (n_prompts=0 in source file -- GC not measured at this alpha grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this alpha grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this alpha grid point)	0	0	0.3175738835	2371	audit/generator_alpha_sweeps.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	0.0	8.754319605827332	0.3064959490740741	0.3009889955873843	0.3121114095052084	288		1		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	0.0125	8.753588829040527	0.3068485966435185	0.30130547417534725	0.31269011320891205	288		0.9996915173		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	0.025	8.752900342941285	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	0		0.9994008867		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	0.05	8.751532158851624	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	0		0.9988233353		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	0.1	8.748447380065919	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	0		0.997521158		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	0.25	8.74292501449585	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	0		0.9951900024		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	0.5	8.733293561935424	0.3070746527777778	0.3014142071759259	0.31264693648726843	288		0.9911242784		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	0.75	8.722664160728455	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	0		0.9866372904		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	1.0	8.711739401817322	0.3077799479166667	0.3018023455584491	0.31383870442708334	288		0.9820256231		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	1.5	8.684712767601013	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	0		0.9706168729		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	2.0	8.663316617012024	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	0		0.9615849181		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	3.0	8.608202695846558	0.3130154079861111	0.3066856101707176	0.3198343912760417	288		0.9383196845		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	5.0	8.49545283794403	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	NOT FOUND (n_prompts=0 in source file -- GC not measured at this c grid point)	0		0.8907245991		audit/round2/generator_random_direction_full.csv
c_grid	random_direction	random_direction_c_grid	c_or_alpha	8.0	8.375072193145751	0.340160228587963	0.3317138671875	0.3491122775607639	288		0.8399083305		audit/round2/generator_random_direction_full.csv
c_grid	row2371_own_alpha_sweep	row2371_own_alpha_sweep	c_or_alpha	0.0	8.754319605827332	0.3064959490740741	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		1		audit/round2/generator_random_direction_full.csv
c_grid	row2371_own_alpha_sweep	row2371_own_alpha_sweep	c_or_alpha	0.25	7.790863447189331	0.3564453125	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.5932963553		audit/round2/generator_random_direction_full.csv
c_grid	row2371_own_alpha_sweep	row2371_own_alpha_sweep	c_or_alpha	0.5	6.659344129562378	0.398193359375	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.1156482274		audit/round2/generator_random_direction_full.csv
c_grid	row2371_own_alpha_sweep	row2371_own_alpha_sweep	c_or_alpha	0.75	6.4129008495807645	0.4178240740740741	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.01161715216		audit/round2/generator_random_direction_full.csv
c_grid	row2371_own_alpha_sweep	row2371_own_alpha_sweep	c_or_alpha	1.0	6.38538052380085	0.4204011140046296	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0		audit/round2/generator_random_direction_full.csv
c_grid	row2371_own_alpha_sweep	row2371_own_alpha_sweep	c_or_alpha	1.5	6.491060765981675	0.4252115885416667	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.04461078927		audit/round2/generator_random_direction_full.csv
c_grid	row2371_own_alpha_sweep	row2371_own_alpha_sweep	c_or_alpha	2.0	6.6376173317432405	0.4120460792824074	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.1064766966		audit/round2/generator_random_direction_full.csv
c_grid	row2371_own_alpha_sweep	row2371_own_alpha_sweep	c_or_alpha	3.0	6.981618630886078	0.3648817274305556	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.251689928		audit/round2/generator_random_direction_full.csv
c_grid	row2371_own_alpha_sweep	row2371_own_alpha_sweep	c_or_alpha	5.0	7.1376937079429625	0.3764105902777778	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.3175738835		audit/round2/generator_random_direction_full.csv
c_grid	control_row_2621	inert_control_row	c_or_alpha	matched	6.38568005502224	0.4201931423611111	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.0001264410823		audit/round2/generator_random_direction_full.csv
c_grid	control_row_456	inert_control_row	c_or_alpha	matched	6.385956308841705	0.42115162037037035	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.0002430560774		audit/round2/generator_random_direction_full.csv
c_grid	control_row_102	inert_control_row	c_or_alpha	matched	6.385612323284149	0.42075376157407407	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		9.784949096e-05		audit/round2/generator_random_direction_full.csv
c_grid	control_row_3039	inert_control_row	c_or_alpha	matched	6.386403141617775	0.4202473958333333	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.0004316775491		audit/round2/generator_random_direction_full.csv
c_grid	control_row_1126	inert_control_row	c_or_alpha	matched	6.3868655478954315	0.41980432581018523	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	NOT FOUND (source file records gc_mean for this series with no bootstrap CI -- single-condition series, not a multi-seed sweep)	288		0.0006268730614		audit/round2/generator_random_direction_full.csv
